Regione;Provincia;Comune;Nome PCN;Latitudine;Longitudine
Veneto;Belluno;SANTA GIUSTINA;POP_BL_17_SANTA_GIUSTINA;46,078182;12,037845
Veneto;Belluno;TAMBRE;POP_BL_16_TAMBRE;46,127519;12,420457
Veneto;Belluno;VIGO DI CADORE;POP_BL_05_VIGO_DI_CADORE;46,487872;12,458334
Veneto;Padova;OSPEDALETTO EUGANEO;POP_PD_10_OSPEDALETTO EUGANEO;45,225252;11,576203
Veneto;Padova;BAGNOLI DI SOPRA;POP_PD_06_BAGNOLI DI SOPRA;45,183198;11,922106
Veneto;Padova;ARQUA' PETRARCA;POP_PD_09_ARQUA_PETRARCA;45,266438;11,71202
Veneto;Padova;CARTURA;POP_PD_05_CARTURA;45,281935;11,866281
Veneto;Padova;CASALSERUGO;POP_PD_03_CASALSERUGO;45,309612;11,915752
Veneto;Padova;CODEVIGO;POP_PD_15_CODEVIGO;45,272036;12,091942
Veneto;Padova;GRANZE;POP_PD_11_GRANZE;45,147355;11,712765
Veneto;Padova;VEGGIANO;POP_PD_08_VEGGIANO;45,410281;11,715111
Veneto;Padova;VILLAFRANCA PADOVANA;POP_PD_12_VILLAFRANCA_PADOVANA;45,493871;11,786571
Veneto;Padova;VO';POP_PD_13_VO;45,325775;11,638113
Veneto;Rovigo;PORTO TOLLE;POP_RO_07_PORTOTOLLE;44,9488;12,329664
Veneto;Rovigo;TRECENTA;POP_RO_02_TRECENTA;45,023255;11,440236
Veneto;Rovigo;FIESSO UMBERTIANO;POP_RO_03_FIESSO UMBERTIANO;44,94501;11,625372
Veneto;Rovigo;BADIA POLESINE;POP_RO_05_BADIA POLESINE;45,076456;11,481604
Veneto;Rovigo;CEREGNANO;POP_RO_06_CEREGNANO;45,0458;11,891109
Veneto;Rovigo;CORBOLA;POP_RO_09_CORBOLA;45,010656;12,0935
Veneto;Rovigo;PAPOZZE;POP_RO_10_PAPOZZE;44,99062;12,030393
Veneto;Rovigo;VILLANOVA DEL GHEBBO;POP_RO_12_VILLANOVA_DEL_GHEBBO;45,060222;11,638977
Veneto;Treviso;FONTANELLE;POP_TV_07_FONTANELLE;45,828981;12,475254
Veneto;Treviso;CASALE SUL SILE;POP_TV_10_CASALE_SUL_SILE;45,632389;12,313
Veneto;Treviso;CASTELCUCCO;POP_TV_05_CASTELCUCCO;45,824344;11,879975
Veneto;Treviso;CORDIGNANO;POP_TV_12_CORDIGNANO;45,950581;12,414737
Veneto;Treviso;TARZO;POP_TV_02_TARZO;45,976697;12,229723
Veneto;Venezia;CAMPOLONGO MAGGIORE;POP_VE_04_CAMPOLONGO_MAGGIORE;45,33738;12,084124
Veneto;Venezia;CONCORDIA SAGITTARIA;POP_VE_05_CONCORDIA_SAGITTARIA;45,7632056;12,8190917
Veneto;Venezia;FIESSO D'ARTICO;POP_VE_02_FIESSO_D'ARTICO;45,423192;12,020951
Veneto;Venezia;MUSILE DI PIAVE;POP_VE_07_MUSILE_DI_PIAVE;45,616016;12,53448
Veneto;Verona;BADIA CALAVENA;POP_VR_13_BADIA_CALAVENA;45,552863;11,153532
Veneto;Verona;ALBAREDO D'ADIGE;POP_VR_03_ALBAREDO_D'ADIGE;45,32013;11,284046
Veneto;Verona;CERRO VERONESE;POP_VR_14_CERRO_VERONESE;45,583473;11,037859
Veneto;Verona;CONCAMARISE;POP_VR_19_CONCAMARISE;45,183956;11,128383
Veneto;Verona;GARDA;POP_VR_16_GARDA;45,57856;10,724011
Veneto;Verona;ISOLA DELLA SCALA;POP_VR_02_ISOLA_DELLA_SCALA;45,281353;10,992338
Veneto;Verona;MONTECCHIA DI CROSARA;POP_VR_07_MONTECCHIA_DI_CROSARA;45,478097;11,259856
Veneto;Verona;OPPEANO;POP_VR_20_OPPEANO;45,33025;11,078556
Veneto;Verona;PASTRENGO;POP_VR_12_PASTRENGO;45,480628;10,789907
Veneto;Verona;RIVOLI VERONESE;POP_VR_06_RIVOLI_VERONESE;45,551045;10,805961
Veneto;Verona;TORRI DEL BENACO;POP_VR_08_TORRI_DEL_BENACO;45,634708;10,70317
Veneto;Verona;VILLA BARTOLOMEA;POP_VR_05_VILLA_BARTOLOMEA;45,152003;11,35854
Veneto;Vicenza;ASIAGO;POP_VI_03_ASIAGO;45,8690389;11,5028778
Veneto;Vicenza;SOSSANO;POP_VI_15_SOSSANO;45,351319;11,497878
Veneto;Vicenza;SANDRIGO;POP_VI_07_SANDRIGO;45,665753;11,573417
Veneto;Vicenza;ENEGO;POP_VI_09_ENEGO;45,938173;11,712719
Veneto;Vicenza;ARSIERO;POP_VI_11_ARSIERO;45,8137049;11,363602
Veneto;Vicenza;CASTELGOMBERTO;POP_VI_12_CASTELGOMBERTO;45,56807;11,38926
Veneto;Vicenza;MONTORSO VICENTINO;POP_VI_20_MONTORSO_VICENTINO;45,484761;11,365933
Veneto;Vicenza;SANTORSO;POP_VI_13_SANTORSO;45,730629;11,388685
Veneto;Vicenza;SARCEDO;POP_VI_04_SARCEDO;45,70563;11,51356
Veneto;Vicenza;SOVIZZO;POP_VI_14_SOVIZZO;45,521513;11,445681
Veneto;Vicenza;VILLAVERLA;POP_VI_06_VILLAVERLA;45,639133;11,485905
Veneto;Vicenza;ZANE';POP_VI_16_ZANE;45,7237534;11,460384
Liguria;Genova;MASONE;POP_GE_02_MASONE;44,505368;8,712325
Liguria;Genova;SANT'OLCESE;POP_GE_08_SANT'OLCESE;44,472445;8,957889
Liguria;Imperia;MENDATICA;POP_IM_02_MENDATICA;44,080708;7,804844
Liguria;La Spezia;VEZZANO LIGURE;POP_SP_02_VEZZANO_LIGURE;44,1306231;9,8898994
Liguria;Savona;CALIZZANO;POP_SV_05_CALIZZANO;44,234457;8,118243
Liguria;Savona;ORTOVERO;POP_SV_06_ORTOVERO;44,0542578;8,0541815
Liguria;Savona;SASSELLO;POP_SV_07_SASSELLO;44,478472;8,493833
Liguria;Savona;COSSERIA;POP_SV_04_COSSERIA;44,368011;8,236444
Liguria;Savona;DEGO;POP_SV_08_DEGO;44,443649;8,308904
Lombardia;Bergamo;SERINA;POP_BG_06_SERINA;45,876306;9,731979
Lombardia;Bergamo;VERTOVA;POP_BG_07_VERTOVA;45,814254;9,851179
Lombardia;Bergamo;VILMINORE DI SCALVE;POP_BG_10_VILMINORE_DI_SCALVE;45,996414;10,095296
Lombardia;Bergamo;SPINONE AL LAGO;POP_BG_11_SPINONE AL LAGO;45,764032;9,919037
Lombardia;Bergamo;ALMENNO SAN BARTOLOMEO;POP_BG_15_ALMENNO_SAN_BARTOLOMEO;45,72903;9,583967
Lombardia;Bergamo;CALVENZANO;POP_BG_12_CALVENZANO;45,493995;9,604699
Lombardia;Bergamo;CASTIONE DELLA PRESOLANA;POP_BG_22_CASTIONE DELLA PRESOLANA;45,899254;10,018921
Lombardia;Bergamo;MEDOLAGO;POP_BG_03_MEDOLAGO;45,672028;9,498188
Lombardia;Bergamo;PARRE;POP_BG_19_PARRE;45,875786;9,897479
Lombardia;Bergamo;SELVINO;POP_BG_21_SELVINO;45,78318;9,74645
Lombardia;Bergamo;TORRE BOLDONE;POP_BG_16_TORRE_BOLDONE;45,71186;9,712418
Lombardia;Brescia;TIGNALE;POP_BS_10_TIGNALE;45,747617;10,732151
Lombardia;Brescia;ISEO;POP_BS_11_ISEO;45,67514;10,082465
Lombardia;Brescia;ARTOGNE;POP_BS_16_ARTOGNE;45,845697;10,163212
Lombardia;Brescia;AZZANO MELLA;POP_BS_18_AZZANO_MELLA;45,464577;10,113701
Lombardia;Brescia;CELLATICA;POP_BS_25_CELLATICA;45,569575;10,178541
Lombardia;Brescia;GAMBARA;POP_BS_17_GAMBARA;45,249533;10,299148
Lombardia;Brescia;OSSIMO;POP_BS_21_OSSIMO;45,944998;10,22756
Lombardia;Brescia;PARATICO;POP_BS_23_PARATICO;45,655178;9,963654
Lombardia;Brescia;TRENZANO;POP_BS_09_TRENZANO;45,477769;9,999033
Lombardia;Como;APPIANO GENTILE;POP_CO_02_APPIANO_GENTILE;45,730054;8,9835934
Lombardia;Como;CANZO;POP_CO_04_CANZO;45,842146;9,259356
Lombardia;Como;BINAGO;POP_CO_07_BINAGO;45,785947;8,921659
Lombardia;Como;GRAVEDONA ED UNITI;POP_CO_10_GRAVEDONA ED UNITI;46,140931;9,302899
Lombardia;Como;ALBESE CON CASSANO;POP_CO_19_ALBESE_CON_CASSANO;45,788553;9,155902
Lombardia;Como;AROSIO;POP_CO_21_AROSIO;45,721698;9,20499
Lombardia;Como;BELLAGIO;POP_CO_15_BELLAGIO;45,976758;9,259522
Lombardia;Como;BREGNANO;POP_CO_03_BREGNANO;45,695269;9,058431
Lombardia;Como;CABIATE;POP_CO_17_CABIATE;45,668481;9,182254
Lombardia;Como;FINO MORNASCO;POP_CO_13_FINO_MORNASCO;45,746144;9,060212
Lombardia;Como;LOCATE VARESINO;POP_CO_16_LOCATE_VARESINO;45,692314;8,93557
Lombardia;Como;MASLIANICO;POP_CO_23_MASLIANICO;45,84198;9,052164
Lombardia;Como;TURATE;POP_CO_22_TURATE;45,652475;8,98601
Lombardia;Cremona;SONCINO;POP_CR_07_SONCINO;45,407468;9,864839
Lombardia;Cremona;ANNICCO;POP_CR_12_ANNICCO;45,238518;9,891361
Lombardia;Cremona;CASALE CREMASCO-VIDOLASCO;POP_CR_09_CASALE_CREMASCO;45,429077;9,7179
Lombardia;Cremona;DOVERA;POP_CR_13_DOVERA;45,361878;9,538892
Lombardia;Cremona;DRIZZONA;POP_CR_02_DRIZZONA;45,132896;10,353206
Lombardia;Cremona;MADIGNANO;POP_CR_06_MADIGNANO;45,344214;9,718257
Lombardia;Cremona;TRESCORE CREMASCO;POP_CR_11_TRESCORE_CREMASCO;45,401437;9,630244
Lombardia;Cremona;VESCOVATO;POP_CR_03_VESCOVATO;45,168427;10,170442
Lombardia;Lecco;TACENO;POP_LC_05_TACENO;46,021886;9,366394
Lombardia;Lecco;VIGANO';POP_LC_06_VIGANO;45,716982;9,321881
Lombardia;Lecco;ABBADIA LARIANA;POP_LC_08_ABBADIA_LARIANA;45,901898;9,337447
Lombardia;Lecco;CALCO;POP_LC_04_CALCO;45,721886;9,401198
Lombardia;Lecco;CASSAGO BRIANZA;POP_LC_03_CASSAGO_BRIANZA;45,744828;9,279114
Lombardia;Lecco;GARBAGNATE MONASTERO;POP_LC_02_GARBAGNATE_MONASTERO;45,764331;9,295571
Lombardia;Lodi;CAVENAGO D'ADDA;POP_LO_02_CAVENAGO_D'ADDA;45,271228;9,572458
Lombardia;Lodi;MALEO;POP_LO_04_MALEO;45,167563;9,757114
Lombardia;Mantova;GUIDIZZOLO;POP_MN_03_GUIDIZZOLO;45,317944;10,574437
Lombardia;Mantova;GAZOLDO DEGLI IPPOLITI;POP_MN_08_GAZOLDO_DEGLI_IPPOLITI;45,194232;10,584582
Lombardia;Mantova;RONCOFERRARO;POP_MN_07_RONCOFERRARO;45,139859;10,943484
Lombardia;Milano;SENAGO;POP_MI_02_SENAGO;45,581912;9,123309
Lombardia;Milano;GESSATE;POP_MI_05_GESSATE;45,552338;9,431863
Lombardia;Milano;BUBBIANO;POP_MI_07_BUBBIANO;45,327059;9,019515
Lombardia;Milano;DAIRAGO;POP_MI_03_DAIRAGO;45,560169;8,8661
Lombardia;Milano;LACCHIARELLA;POP_MI_10_LACCHIARELLA;45,325706;9,133604
Lombardia;Milano;VITTUONE;POP_MI_06_VITTUONE;45,493725;8,957519
Lombardia;Monza e della Brianza;BIASSONO;POP_MB_04_BIASSONO;45,625757;9,266514
Lombardia;Monza e della Brianza;CARNATE;POP_MB_03_CARNATE;45,651083;9,390106
Lombardia;Monza e della Brianza;CERIANO LAGHETTO;POP_MB_02_CERIANO_LAGHETTO;45,624415;9,078941
Lombardia;Monza e della Brianza;VERANO BRIANZA;POP_MB_05_VERANO_BRIANZA;45,691457;9,234408
Lombardia;Pavia;SANTA MARIA DELLA VERSA;POP_PV_04_SANTA MARIA DELLA VERSA;44,987879;9,303145
Lombardia;Pavia;MIRADOLO TERME;POP_PV_08_MIRADOLO TERME;45,170937;9,438145
Lombardia;Pavia;ARENA PO;POP_PV_15_ARENA_PO;45,087285;9,375101
Lombardia;Pavia;BRESSANA BOTTARONE;POP_PV_07_BRESSANA_BOTTARONE;45,087069;9,118296
Lombardia;Pavia;CILAVEGNA;POP_PV_03_CILAVEGNA;45,313341;8,752895
Lombardia;Pavia;ROBBIO;POP_PV_14_ROBBIO;45,284199;8,601944
Lombardia;Pavia;VALLE LOMELLINA;POP_PV_17_VALLE_LOMELLINA;45,154008;8,666857
Lombardia;Pavia;ZINASCO;POP_PV_10_ZINASCO;45,127502;9,026714
Lombardia;Sondrio;GROSIO;POP_SO_06_GROSIO;46,295209;10,273381
Lombardia;Sondrio;BORMIO;POP_SO_05_BORMIO;46,46882;10,359207
Lombardia;Sondrio;CASTIONE ANDEVENNO;POP_SO_12_CASTIONE_ANDEVENNO;46,165287;9,802565
Lombardia;Sondrio;CHIESA IN VALMALENCO;POP_SO_11_CHIESA_IN_VALMALENCO;46,270614;9,856559
Lombardia;Sondrio;MADESIMO;POP_SO_14_MADESIMO;46,430531;9,353941
Lombardia;Sondrio;TEGLIO;POP_SO_15_TEGLIO;46,169857;10,047995
Lombardia;Sondrio;VILLA DI TIRANO;POP_SO_03_VILLA_DI_TIRANO;46,213699;10,150664
Lombardia;Varese;ALBIZZATE;POP_VA_06_ALBIZZATE;45,724389;8,806487
Lombardia;Varese;BARASSO;POP_VA_11_BARASSO;45,835733;8,750664
Lombardia;Varese;GORLA MINORE;POP_VA_02_GORLA_MINORE;45,638993;8,908249
Piemonte;Alessandria;BOSIO;POP_AL_05_BOSIO;44,647594;8,790721
Piemonte;Alessandria;BALZOLA;POP_AL_13_BALZOLA;45,178682;8,401677
Piemonte;Alessandria;BASALUZZO;POP_AL_02_BASALUZZO;44,765724;8,707728
Piemonte;Alessandria;BISTAGNO;POP_AL_10_BISTAGNO;44,663244;8,371805
Piemonte;Alessandria;GABIANO;POP_AL_08_GABIANO;45,158328;8,176161
Piemonte;Asti;MONCALVO;POP_AT_03_MONCALVO;45,052446;8,262205
Piemonte;Asti;VIALE;POP_AT_10_VIALE;44,998091;8,057206
Piemonte;Asti;COSTIGLIOLE D'ASTI;POP_AT_05_COSTIGLIOLE_D'ASTI;44,761179;8,191264
Piemonte;Asti;VALFENERA;POP_AT_08_VALFENERA;44,906368;7,962484
Piemonte;Biella;MASSERANO;POP_BI_02_MASSERANO;45,5959705;8,2237326
Piemonte;Biella;TRIVERO;POP_BI_03_TRIVERO;45,667608;8,162174
Piemonte;Biella;ANDORNO MICCA;POP_BI_04_ANDORNO_MICCA;45,6047442;8,0535575
Piemonte;Biella;CERRIONE;POP_BI_05_CERRIONE;45,471203;8,095692
Piemonte;Cuneo;CARRU';POP_CN_04_CARRU;44,480989;7,867311
Piemonte;Cuneo;MONTEROSSO GRANA;POP_CN_08_MONTEROSSO_GRANA;44,4021044;7,3114952
Piemonte;Cuneo;ROCCAVIONE;POP_CN_12_ROCCAVIONE;44,318039;7,481159
Piemonte;Cuneo;SAMPEYRE;POP_CN_13_SAMPEYRE;44,577775;7,18644
Piemonte;Cuneo;VILLANOVA MONDOVI';POP_CN_16_VILLANOVA_MONDOVI;44,344978;7,779058
Piemonte;Cuneo;VINADIO;POP_CN_17_VINADIO;44,3051;7,176847
Piemonte;Cuneo;BERNEZZO;POP_CN_01_BERNEZZO;44,40193;7,476963
Piemonte;Cuneo;CANALE;POP_CN_07_CANALE;44,801911;8,017779
Piemonte;Cuneo;CASALGRASSO;POP_CN_10_CASALGRASSO;44,823882;7,628996
Piemonte;Cuneo;CENTALLO;POP_CN_02_CENTALLO;44,50118;7,590951
Piemonte;Cuneo;CEVA;POP_CN_15_CEVA;44,382076;8,031438
Piemonte;Cuneo;CHERASCO;POP_CN_22_CHERASCO;44,672444;7,842192
Piemonte;Cuneo;COSTIGLIOLE SALUZZO;POP_CN_18_COSTIGLIOLE_SALUZZO;44,557136;7,490924
Piemonte;Cuneo;DOGLIANI;POP_CN_20_DOGLIANI;44,532561;7,947122
Piemonte;Cuneo;PAESANA;POP_CN_24_PAESANA;44,68707;7,237701
Piemonte;Cuneo;PEVERAGNO;POP_CN_27_PEVERAGNO;44,337488;7,624607
Piemonte;Cuneo;REVELLO;POP_CN_25_REVELLO;44,652655;7,387851
Piemonte;Cuneo;SOMMARIVA DEL BOSCO;POP_CN_21_SOMMARIVA_DEL_BOSCO;44,776568;7,790996
Piemonte;Cuneo;VIOLA;POP_CN_23_VIOLA;44,291665;7,966695
Piemonte;Novara;INVORIO;POP_NO_03_INVORIO;45,755291;8,50132
Piemonte;Novara;LESA;POP_NO_05_LESA;45,826045;8,561687
Piemonte;Novara;SAN PIETRO MOSEZZO;POP_NO_01_SAN_PIETRO_MOSEZZO;45,459895;8,557907
Piemonte;Novara;VESPOLATE;POP_NO_06_VESPOLATE;45,343801;8,672292
Piemonte;Novara;SAN MAURIZIO D'OPAGLIO;POP_NO_04_SAN_MAURIZIO_D'OPAGLIO;45,772608;8,399975
Piemonte;Novara;CARPIGNANO SESIA;POP_NO_08_CARPIGNANO_SESIA;45,536566;8,421655
Piemonte;Torino;CHIANOCCO;POP_TO_11_CHIANOCCO;45,137197;7,160849
Piemonte;Torino;VIU';POP_TO_24_VIU;45,24185;7,379911
Piemonte;Torino;PONT-CANAVESE;POP_TO_19_PONT_CANAVESE;45,42088;7,60767
Piemonte;Torino;AGLIE';POP_TO_26_AGLIE;45,36128;7,76452
Piemonte;Torino;BORGARO TORINESE;POP_TO_27_BORGARO_TORINESE;45,15097;7,676366
Piemonte;Torino;CASTIGLIONE TORINESE;POP_TO_09_CASTIGLIONE_TORINESE;45,117346;7,805736
Piemonte;Torino;CERES;POP_TO_16_CERES;45,304664;7,396063
Piemonte;Torino;COAZZE;POP_TO_02_COAZZE;45,050681;7,306325
Piemonte;Torino;FIANO;POP_TO_20_FIANO;45,218316;7,522179
Piemonte;Torino;LESSOLO;POP_TO_06_LESSOLO;45,478126;7,830107
Piemonte;Torino;MERCENASCO;POP_TO_13_MERCENASCO;45,3563447;7,8417951
Piemonte;Torino;OULX;POP_TO_22_OULX;45,038952;6,825283
Piemonte;Torino;PECCO;POP_TO_15_PECCO;45,452646;7,773833
Piemonte;Torino;PERRERO;POP_TO_17_PERRERO;44,939397;7,107223
Piemonte;Torino;PISCINA;POP_TO_08_PISCINA;44,914918;7,420881
Piemonte;Torino;RIVARA;POP_TO_04_RIVARA;45,329821;7,62193
Piemonte;Torino;SAN SECONDO DI PINEROLO;POP_TO_30_SAN_SECONDO_DI_PINEROLO;44,866488;7,302889
Piemonte;Torino;VILLAR DORA;POP_TO_21_VILLAR_DORA;45,115713;7,388317
Piemonte;Torino;PIVERONE;POP_TO_25_PIVERONE;45,448413;8,009855
Piemonte;Torino;MORIONDO TORINESE;POP_TO_03_MORIONDO_TORINESE;45,042072;7,939513
Piemonte;Torino;TORRAZZA PIEMONTE;POP_TO_28_TORRAZZA_PIEMONTE;45,219664;7,977993
Piemonte;Verbania;CREVOLADOSSOLA;POP_VB_03_CREVOLADOSSOLA;46,132942;8,290778
Piemonte;Verbania;PREMIA;POP_VB_06_PREMIA;46,294275;8,361814
Piemonte;Verbania;ARIZZANO;POP_VB_01_ARIZZANO;45,954584;8,5737696
Piemonte;Verbania;BANNIO ANZINO;POP_VB_07_BANNIO_ANZINO;45,989787;8,14208
Piemonte;Verbania;BOGNANCO;POP_VB_09_BOGNANCO;46,121945;8,213389
Piemonte;Verbania;CANNOBIO;POP_VB_10_CANNOBIO;46,060213;8,692901
Piemonte;Verbania;SANTA MARIA MAGGIORE;POP_VB_04_SANTA_MARIA_MAGGIORE;46,135204;8,4442494
Piemonte;Verbania;SEPPIANA;POP_VB_11_SEPPIANA;46,046711;8,180173
Piemonte;Verbania;VALSTRONA;POP_VB_08_VALSTRONA;45,905672;8,3495869
Piemonte;Vercelli;BURONZO;POP_VC_03_BURONZO;45,4837108;8,2743982
Piemonte;Vercelli;BORGO VERCELLI;POP_VC_13_BORGO_VERCELLI;45,3601105;8,4743009
Piemonte;Vercelli;CIGLIANO;POP_VC_09_CIGLIANO;45,31346;8,023049
Piemonte;Vercelli;LIVORNO FERRARIS;POP_VC_10_LIVORNO_FERRARIS;45,2877491;8,0700072
Piemonte;Vercelli;OLCENENGO;POP_VC_08_OLCENENGO;45,361389;8,315808
Piemonte;Vercelli;PALAZZOLO VERCELLESE;POP_VC_12_PALAZZOLO_VERCELLESE;45,186984;8,2378984
Piemonte;Vercelli;PERTENGO;POP_VC_01_PERTENGO;45,2345932;8,4214175
Piemonte;Vercelli;TRONZANO VERCELLESE;POP_VC_11_TRONZANO_VERCELLESE;45,343148;8,183061
Piemonte;Vercelli;SERRAVALLE SESIA;POP_VC_07_SERRAVALLE_SESIA;45,683792;8,311088
Valle d'Aosta;Aosta;DONNAS;POP_AO_07_DONNAS;45,603987;7,775445
Valle d'Aosta;Aosta;AYAS;POP_AO_04_AYAS;45,797029;7,695367
Valle d'Aosta;Aosta;RHEMES-NOTRE-DAME;POP_AO_09_RHEMES_NOTRE_DAMES;45,578924;7,123405
Valle d'Aosta;Aosta;SAINT-PIERRE;POP_AO_03_SAINT_PIERRE;45,708327;7,222765
Valle d'Aosta;Aosta;VERRES;POP_AO_11_VERRES;45,661411;7,691
Basilicata;Matera;MATERA;POP_MT_01_MATERA;40,659425;16,540053
Basilicata;Matera;FERRANDINA;POP_MT_02_FERRANDINA;40,5089299;16,4862008
Basilicata;Matera;GARAGUSO;POP_MT_03_GARAGUSO;40,557964;16,227638
Basilicata;Matera;PISTICCI;POP_MT_05_PISTICCI;40,35322;16,684089
Basilicata;Matera;TURSI;POP_MT_08_TURSI;40,249399;16,497846
Basilicata;Matera;GORGOGLIONE;POP_MT_07_GORGOGLIONE;40,394994;16,141483
Basilicata;Potenza;BALVANO;POP_PZ_02_BALVANO;40,655181;15,547325
Basilicata;Potenza;CERSOSIMO;POP_PZ_04_CERSOSIMO;40,045046;16,350353
Basilicata;Potenza;LAURIA;POP_PZ_06_LAURIA;40,071567;15,858658
Basilicata;Potenza;MISSANELLO;POP_PZ_07_MISSANELLO;40,283083;16,16458
Basilicata;Potenza;VIGGIANELLO;POP_PZ_15_VIGGIANELLO;39,985519;16,071091
Basilicata;Potenza;ALBANO DI LUCANIA;POP_PZ_13_ALBANO_DI_LUCANIA;40,5894806;16,0388889
Basilicata;Potenza;FARDELLA;POP_PZ_12_FARDELLA;40,11462;16,165638
Basilicata;Potenza;FORENZA;POP_PZ_18_FORENZA;40,856124;15,859758
Basilicata;Potenza;BANZI;POP_PZ_17_BANZI;40,859079;16,005221
Campania;Avellino;ARIANO IRPINO;POP_AV_03_ARIANO_IRPINO;41,162062;15,105538
Campania;Avellino;FONTANAROSA;POP_AV_04_FONTANAROSA;41,0148;15,014973
Campania;Avellino;NUSCO;POP_AV_05_NUSCO;40,885082;15,096278
Campania;Avellino;AIELLO DEL SABATO;POP_AV_01_AIELLO_DEL_SABATO;40,898976;14,823018
Campania;Avellino;BISACCIA;POP_AV_06_BISACCIA;40,999741;15,385364
Campania;Avellino;FRIGENTO;POP_AV_11_FRIGENTO;41,007036;15,103341
Campania;Avellino;VALLATA;POP_AV_07_VALLATA;41,040492;15,253322
Campania;Avellino;CASALBORE;POP_AV_09_CASALBORE;41,235762;15,011429
Campania;Avellino;ROTONDI;POP_AV_08_ROTONDI;41,045984;14,595433
Campania;Avellino;CAPOSELE;POP_AV_10_CAPOSELE;40,822041;15,234001
Campania;Benevento;CERRETO SANNITA;POP_BN_04_CERRETO_SANNITA;41,286516;14,557681
Campania;Benevento;SAN BARTOLOMEO IN GALDO;POP_BN_03_SAN_BARTOLOMEO_IN_GALDO;41,423;15,020919
Campania;Benevento;SAN MARCO DEI CAVOTI;POP_BN_09_SAN_MARCO_DEI_CAVOTI;41,313048;14,877841
Campania;Benevento;SANT'ANGELO A CUPOLO;POP_BN_05_SANT'ANGELO_A_CUPOLO;41,074992;14,807683
Campania;Benevento;LIMATOLA;POP_BN_08_LIMATOLA;41,130451;14,406384
Campania;Caserta;GRAZZANISE;POP_CE_08_GRAZZANISE;41,0885556;14,0983556
Campania;Caserta;MACERATA CAMPANIA;POP_CE_01_MACERATA_CAMPANIA;41,06494;14,28281
Campania;Caserta;VAIRANO PATENORA;POP_CE_06_VAIRANO_PATENORA;41,312932;14,116601
Campania;Caserta;VILLA DI BRIANO;POP_CE_10_VILLA_DI_BRIANO;41,004641;14,159965
Campania;Caserta;VITULAZIO;POP_CE_05_VITULAZIO;41,16101;14,21695
Campania;Napoli;CASORIA;POP_NA_01_CASORIA;40,8996611;14,3118028
Campania;Salerno;ALFANO;POP_SA_05_ALFANO;40,180035;15,425053
Campania;Salerno;CASAL VELINO;POP_SA_06_CASAL_VELINO;40,17633;15,131891
Campania;Salerno;CENTOLA;POP_SA_08_CENTOLA;40,0858889;15,3180278
Campania;Salerno;PALOMONTE;POP_SA_15_PALOMONTE;40,66326;15,29521
Campania;Salerno;ALBANELLA;POP_SA_12_ALBANELLA;40,482534;15,10538
Campania;Salerno;BRACIGLIANO;POP_SA_03_BRACIGLIANO;40,817546;14,713297
Campania;Salerno;CAGGIANO;POP_SA_09_CAGGIANO;40,566592;15,493354
Campania;Salerno;CASTELLABATE;POP_SA_18_CASTELLABATE;40,310392;14,949542
Campania;Salerno;MONTECORICE;POP_SA_07_MONTECORICE;40,228179;14,985
Campania;Salerno;MONTESANO SULLA MARCELLANA;POP_SA_14_MONTESANO_SULLA_MARCELLANA;40,273312;15,659143
Campania;Salerno;OLEVANO SUL TUSCIANO;POP_SA_02_OLEVANO_SUL_TUSCIANO;40,650478;15,019886
Campania;Salerno;ROCCADASPIDE;POP_SA_24_ROCCADASPIDE;40,421482;15,189943
Campania;Salerno;SAN CIPRIANO PICENTINO;POP_SA_01_SAN_CIPRIANO_PICENTINO;40,685116;14,869283
Campania;Salerno;SAN PIETRO AL TANAGRO;POP_SA_25_SAN_PIETRO_AL_TANAGRO;40,45891;15,488003
Campania;Salerno;SANTA MARINA;POP_SA_16_SANTA_MARINA;40,075194;15,515133
Campania;Salerno;SANT'ANGELO A FASANELLA;POP_SA_26_SANT'ANGELO_A_FASANELLA;40,460095;15,338218
Campania;Salerno;SAN VALENTINO TORIO;POP_SA_22_SAN_VALENTINO_TORIO;40,792546;14,583992
Sicilia;Agrigento;CAMASTRA;POP_AG_04_CAMASTRA;37,2574139;13,7919583
Sicilia;Agrigento;CATTOLICA ERACLEA;POP_AG_05_CATTOLICA_ERACLEA;37,4379778;13,3836917
Sicilia;Agrigento;VILLAFRANCA SICULA;POP_AG_03_VILLAFRANCA_SICULA;37,586948;13,287185
Sicilia;Agrigento;BIVONA;POP_AG_02_BIVONA;37,611108;13,430672
Sicilia;Agrigento;SANT'ANGELO MUXARO;POP_AG_10_SANT'ANGELO_MUXARO;37,4787194;13,5531056
Sicilia;Agrigento;SAMBUCA DI SICILIA;POP_AG_12_SAMBUCA_DI_SICILIA;37,6459278;13,1054472
Sicilia;Agrigento;SANTA MARGHERITA DI BELICE;POP_AG_09_SANTA_MARGHERITA_DI_BELICE;37,683219;13,015831
Sicilia;Caltanissetta;MILENA;POP_CL_03_MILENA;37,4716722;13,7373861
Sicilia;Caltanissetta;CAMPOFRANCO;POP_CL_04_CAMPOFRANCO;37,513817;13,70999
Sicilia;Caltanissetta;MONTEDORO;POP_CL_05_MONTEDORO;37,4573152;13,8137213
Sicilia;Catania;CASTEL DI IUDICA;POP_CT_05_CASTEL_DI_IUDICA;37,495915;14,636136
Sicilia;Catania;MIRABELLA IMBACCARI;POP_CT_02_MIRABELLA_IMBACCARI;37,3275056;14,4447472
